sample_id,n_match_genomes_fmg,avg_f_match,avg_median_abund,n_unique_weighted
ERR2607397,31776,0.011104506808453055,1.9700245468277946,461170
ERR2607398,5814,0.00911682182240809,1.3261953904368764,25024
ERR2607399,18111,0.008282522417896478,1.5605157086853294,98394
ERR2607400,47674,0.009846104930790163,1.5732264966228973,366054
ERR2607401,40507,0.010518428006635895,1.8780334263213765,373860
ERR2607402,4432,0.008006192586378014,1.2670351985559567,17738
ERR2607404,9121,0.00981070893594609,1.2677338011182984,46448
ERR2607405,27034,0.011228980888376391,1.4439409632314864,225700
ERR2607406,4824,0.008675735828718384,1.2738391376451077,19956
ERR2607407,15142,0.00990731693368837,1.3723748514066834,93291
ERR2607409,20507,0.011815841939801132,1.526673818696055,215740
ERR2607410,11850,0.010365311204108647,1.4322784810126583,88229
ERR2607411,40310,0.01204196015678942,1.6890597866534358,532227
ERR2607413,30035,0.01244853140051388,1.6433494256700516,367870
ERR2607414,55163,0.013146803993821751,1.8431648024944256,952248
ERR2607415,11546,0.009325458882613318,1.2569288065130781,59851
ERR2607416,27289,0.010695477946281392,1.485653560042508,218941
ERR2607417,20581,0.010173444053893945,1.429133666974394,150697
ERR2607418,15719,0.009171881600615587,1.398784909981551,90956
ERR2607419,11271,0.008771159951877295,1.3840386833466418,60642
ERR2607420,28945,0.009967635911953564,1.4461392295733286,180099
ERR2607421,35234,0.010424804125478101,1.337018221036499,243513
ERR2607422,29226,0.010884660911054268,1.4146137001300212,228015
ERR2607423,85095,0.012772138091636116,1.4950173335683647,934419
ERR2607424,15546,0.009724189067278623,1.3777177408979802,91474
ERR2607425,55672,0.01145047362066943,1.4315544618479668,528827
ERR2607426,51344,0.012331662260528696,1.670584683702088,591765
ERR2607427,45005,0.010227199708364887,2.20903232974114,481926
ERR2607428,22150,0.009940451937255231,1.683295711060948,204911
ERR2607429,44040,0.010652550450408551,1.658957765667575,505987
ERR2607431,20059,0.009815752281978559,1.397776559150506,150936
ERR2607432,12582,0.009489682787933442,1.3583293594023207,78655
ERR2607433,44136,0.01067620903088881,1.567620536523473,436568
ERR2607435,27502,0.010565604565349449,1.3418296851138098,195976
ERR2607437,65535,0.014896386894022319,1.6986572060730907,1295382
ERR2607439,28046,0.009522756764139132,1.6428367681665834,186995
ERR2607440,37826,0.010681316529732329,1.670623380743404,298129
ERR2607441,51220,0.011575062957794088,2.301776649746193,1455911
ERR2607442,43632,0.011249084896769991,2.152972588925559,647726
ERR2607443,42668,0.01118017385738291,2.11434798912534,600305
ERR2607444,27349,0.00973913450097392,1.8787341401879412,267033
ERR2607445,26927,0.009670390256378695,1.813737141159431,250739
ERR2607446,48186,0.01168640301613957,1.7931038060847548,585262
ERR2607447,32801,0.011450287337163316,1.5,354060
ERR2607449,12964,0.00959756295704727,1.306888306078371,76202
ERR2607450,47725,0.01144236179008995,1.339748559455212,446210
ERR2607451,42153,0.012343266381256062,1.49276445330107,465980
ERR2607457,31266,0.00973880789981008,1.9996801637561568,1074912
ERR2607459,10018,0.009028413080293052,1.406867638251148,64208
ERR2607460,21798,0.009786496295108412,1.4338242040554179,155435
ERR2607461,21901,0.009465997722988588,1.4357335281493995,161764
ERR2607463,14484,0.012355202358970483,1.3022300469483568,87012
ERR2607464,28355,0.009620936558746197,1.4676071239640276,173449
ERR2607465,57587,0.011046494805046578,1.3808932571587338,457233
ERR2607466,67411,0.012616258412441038,1.6058432600020769,724223
ERR2607467,37597,0.010717604642775286,1.5848471952549406,451410
ERR2607468,21150,0.009474961311637225,1.431725768321513,170251
ERR2607470,22508,0.010145466523864013,1.6907543984361115,224176
ERR2607472,36039,0.011537655881563448,1.8574461000582703,491606
ERR2607473,13058,0.009141569402139737,1.4431765967223158,129164
ERR2607475,32000,0.010665603618201227,1.6165,509686
ERR2607476,24966,0.008928835996433316,1.6966274132820636,169834
ERR2607477,20057,0.011198061558355272,1.504960861544598,154144
ERR2607480,51390,0.012696526232955096,2.0540766686125704,1008078
ERR2607481,34322,0.011901327570521576,1.544665229298992,334085
ERR2607482,19847,0.010231034659180816,1.4549050234292336,137006
ERR2607484,56159,0.013521179358146248,1.7213714631670791,767910
ERR2607485,62934,0.010370724983786392,1.9650109638669082,718837
ERR2607486,34121,0.010289602350318653,2.1486474605081916,1353406
ERR2607488,4990,0.009291373579432043,1.229559118236473,20499
ERR2607489,29201,0.010715495727848365,1.4648813396801479,197206
ERR2607491,28781,0.012262796209680318,1.3256662381432194,219520
ERR2607495,29227,0.011827391306711928,1.5061073664762035,320083
ERR2607496,16970,0.010563353875967832,1.4141720683559222,132842
ERR2607497,43603,0.0113878960782456,1.4848748939293168,482546
ERR2607498,36915,0.012440867914964586,1.5806853582554516,463509
ERR2619760,11859,0.01753686162002803,2.395691036343705,327147
ERR2683605,4971,0.007161456098286557,1.9589619794809898,40004
ERR2683606,8222,0.006670122085832343,2.4028216978837267,88584
ERR2683607,9077,0.006662964297484236,2.297510190591605,93761
ERR2683608,13283,0.006394057044639498,2.6226379582925543,187490
ERR2683609,7391,0.006444719537433457,1.9117846028954133,61008
ERR2683610,1433,0.006405902733804567,1.346824842986741,7031
ERR2683611,1992,0.006124451696395606,1.3365963855421688,9910
ERR2683612,2027,0.006441129247381944,1.3882585101134681,11284
ERR2683613,2227,0.006139387152035062,1.4021104625056129,10648
ERR2683614,2362,0.0059796022184449675,1.3799745977984759,12583
ERR2683615,3444,0.005935835126733703,1.4766260162601625,21241
ERR2683617,2948,0.006386424210565932,1.526797829036635,15441
ERR2683618,3936,0.00617613389915732,1.5406504065040652,23320
ERR2683619,6837,0.006863662428208796,2.0825654526839257,46663
ERR2683620,7712,0.006807670737833924,2.2673755186721993,59765
ERR2683621,10018,0.006590453698851701,2.149131563186265,76476
ERR2683622,8700,0.006772136174853929,2.099942528735632,66425
ERR2683623,5012,0.007152511184654136,2.4364525139664805,65024
ERR2683624,6793,0.006303936150597251,2.0778006771676725,38553
ERR2683625,3064,0.006145878936105466,1.830939947780679,12698
ERR2683626,8675,0.006335506950444395,2.226685878962536,54787
ERR2683627,5261,0.006237038769350308,2.030222391180384,27518
ERR2683628,6093,0.006370016306825948,2.0993763334974562,34684
ERR2683629,2909,0.006530959666316077,1.6928497765555173,12687
ERR2683630,3603,0.006484584229342714,1.6674993061337775,17833
ERR2683631,2862,0.006286857254209153,1.550314465408805,13524
ERR2683632,5021,0.007068305841182248,2.2695678151762597,42718
ERR2683633,8204,0.006675855628634364,2.725987323256948,96584
ERR2683634,7500,0.006873908068943551,2.6219333333333332,84344
ERR2683635,13751,0.006426802313854152,2.955130535961021,194719
ERR2683636,2564,0.00636354813886514,1.5286661466458658,14217
ERR2683637,2682,0.006731742998915028,1.854586129753915,15249
ERR2683638,3344,0.006805714666566967,2.112739234449761,24186
ERR2683639,3157,0.006691005439319806,1.9860627177700347,20849
ERR2683640,2660,0.006507927950309117,1.812781954887218,15355
ERR2683641,3236,0.0064068943258618035,1.8539864029666255,19464
ERR2683642,3427,0.006221641570878657,1.9344908082871315,22058
ERR2683643,15598,0.006153840313540035,2.298435696884216,234000
ERR2683644,13463,0.006149396538552796,2.1129391666047685,143522
ERR2683645,15003,0.006321225855182615,2.58374991668333,182780
ERR2696421,7110,0.004945644446038558,2.376933895921238,21606
ERR2696422,7365,0.004960783334805419,2.4484725050916496,23075
ERR2696423,13999,0.0049944662181979835,1.4513179512822345,39733
ERR2696424,12855,0.004879678279019019,1.4045507584597432,32660
ERR2696425,17075,0.004993509939512504,1.4189458272327964,36962
ERR2696426,17779,0.005004400770234758,1.4498003262275718,39860
ERR2696427,11855,0.004946182453792834,1.8240404892450444,38959
ERR2696428,10742,0.004824382613700407,1.8204710482219326,32795
ERR2709732,30519,0.006704889394635557,1.5458730626822634,162371
ERR2709735,29769,0.00604317434187861,1.6264738486344856,127301
ERR2709740,37936,0.006332510349284113,1.2699019401096583,137026
ERR2709762,33613,0.006121818785194287,1.3068009401124565,119522
ERR2709769,28901,0.005813041230048256,1.5676101172969794,119936
ERR2709772,33161,0.006092036332769628,1.2445794758903532,116831
ERR2709784,33518,0.006116610100592306,1.1773375499731487,108634
ERR2709787,26949,0.005957698456201087,1.6112471705814686,122969
ERR2709798,31190,0.006448950151572701,1.4583039435716576,138827
ERR2709810,30659,0.006524495342792651,1.4410613522945954,138177
ERR2721171,15242,0.006053699955221238,4.198267943839391,101833
ERR2721175,18345,0.006746740796887879,4.6597983101662575,138214
ERR2730831,61723,0.0071640709150924305,1.5686697017319313,263836
ERR2749333,5934,0.014245911353073284,1.5920121334681496,135974
ERR2749675,2058,0.022263799670160126,1.5915937803692906,44694
ERR2749813,3132,0.025422679182790977,1.9990421455938698,85980
ERR2750096,2571,0.02549270751806435,1.8022170361726955,71286
ERR2750176,6480,0.018546787927612444,1.7854166666666667,154799
ERR2750365,472,0.01858993011658709,1.7394067796610169,11740
ERR2750565,3178,0.01586587156595653,1.4299874134675896,44958
ERR2757383,3981,0.01971968731987841,1.9948505400653103,95867
ERR2762114,15882,0.007727800998425886,3.3821621961969526,882191
ERR2762115,32698,0.007954283796186528,4.605816869533305,3329785
ERR2762148,37740,0.007119092905929719,10.575370959194489,1045283
ERR2762149,19882,0.00619402942841429,7.421788552459511,270469
ERR2762973,25951,0.010462395009424101,1.6240992639975338,184516
ERR2762980,30236,0.010521587172695803,1.693378753803413,216760
ERR2762992,11639,0.01322412907600155,2.609588452616204,185081
ERR2764819,2756,0.034081051087531296,1.912010159651669,62207
ERR2764820,2808,0.03351959463818767,1.8901353276353277,61656
ERR2764821,2797,0.03339692667039293,1.8718269574544155,61357
ERR2784784,8092,0.007400998476507896,1.3436727632229362,152630
ERR2784785,9723,0.006881903553642406,1.3068497377352668,154268
ERR2784786,10319,0.006567949874980172,1.2873824983040993,140798
ERR2784787,9926,0.006528281071862613,1.2873262139834778,134687
ERR2784836,9547,0.010840457243670902,1.6546035403791768,169863
ERR2784837,10997,0.009962329954225574,1.7655724288442303,173914
ERR2784838,12155,0.009316726460904999,1.562649115590292,166990
ERR2784839,11652,0.009353470953925216,1.6145296944730518,162792
ERR2806351,4302,0.025071958196894315,4.02417480241748,413962
ERR2808645,22853,0.008152822861495672,1.6692556775915635,184411
ERR2808646,27355,0.009287866050162517,1.2574666422957412,161985
ERR2808647,24980,0.007844771757884993,1.5333666933546837,180679
ERR2808648,27877,0.008693446978691514,1.4588011622484485,181422
ERR2808649,26072,0.008747535839766393,1.3238723534826633,159737
ERR2808650,29024,0.008502883124104714,1.4079038037486218,179571
ERR2808651,31095,0.008114605386952413,1.3523878437047756,165393
ERR2808652,28311,0.009114162318972208,1.3869873900604006,189665
ERR2808653,26274,0.008697972204609964,1.4250970541219456,166053
ERR2808654,20936,0.00776835603154133,2.120605655330531,202189
ERR2808655,28993,0.009138877822224988,1.2640809850653607,170288
ERR2808656,30352,0.008729483841111548,1.29222127042699,181274
ERR2808657,28012,0.009337518877396892,1.3032628873339998,173073
ERR2808658,29918,0.008798371649838472,1.3346480379704526,184955
ERR2808659,24519,0.008040394168133238,1.689526489661079,203578
ERR2808660,29812,0.00829184992866775,1.4098181940158325,169380
ERR2808661,28969,0.008875368756435324,1.2017674065380235,157461
ERR2808662,28307,0.009107978281394685,1.3625958243544,186657
ERR2808663,27350,0.008628720953305235,1.3274405850091409,175680
ERR2808664,24635,0.009068727048141554,1.3850416074690481,163028
ERR2808665,25516,0.008918985350869558,1.3952813920677223,178883
ERR2808666,21927,0.00845239401982046,1.8589410316048707,206370
ERR2808667,25002,0.008936046167821546,1.4951203903687704,168766
ERR2808668,18462,0.008285884514885253,2.393402664933377,206997
ERR2815290,231,0.003115756269845022,2.5108225108225106,1016
ERR2815295,318,0.0031605622851598636,15.95754716981132,10143
ERR2815296,342,0.003018896453482687,9.277777777777779,32449
ERR2815297,226,0.0031516823259057384,4.6902654867256635,3681
ERR2815298,246,0.0035081128437029286,7.004065040650406,3993
ERR2815299,231,0.003299617760779193,7.158008658008658,5717
ERR2815300,213,0.0032184824472573695,6.422535211267606,9708
ERR2815309,299,0.0030738134586527333,1.7725752508361203,551
ERR2815310,473,0.003020861201649,2.255813953488372,2731
ERR2815328,333,0.003103103296928525,1.8033033033033032,665
ERR2815329,406,0.003031781344524442,3.9445812807881775,2660
ERR2815331,176,0.0031183826981637367,5.4772727272727275,3655
ERR2815334,181,0.0031772312313384015,2.5027624309392267,2470
ERR2815336,202,0.0031075354772238943,3.886138613861386,4511
ERR2815339,204,0.0033161962993551283,3.730392156862745,6396
ERR2815340,320,0.003136810649766518,4.425,7669
ERR2815342,195,0.0029488676493342122,2.3384615384615386,567
ERR2815344,206,0.0028740274276347353,5.325242718446602,6472
ERR2815345,214,0.0032213452824099865,4.792056074766355,1195
ERR2815348,432,0.0029698277607279893,3.6099537037037037,2950
ERR2815350,150,0.003212806548847665,2.8866666666666667,446
ERR2815351,289,0.003070753705382986,2.4463667820069204,733
ERR2848480,46685,0.00864726776389988,2.4045089429152835,433128
ERR2848499,42796,0.009463217901054507,1.923602673147023,304070
ERR2848508,44698,0.008922494463109653,2.049420555729563,336043
ERR2848514,42644,0.00694595780212796,3.190437107213207,397449
ERR2848538,54869,0.011114357815694668,1.9007727496400517,515857
ERR2848551,37220,0.010100069817070196,2.563715744223536,437357
ERR2848571,71452,0.009215916840185127,1.53298018250014,437762
ERR2848574,44045,0.008770328779279803,2.1328300601657397,354487
ERR2855804,12360,0.012037193030318789,2.4963187702265373,830167
ERR2855835,16365,0.014915252529431735,3.066697219676138,1041864
ERR2889249,29166,0.0128167688357215,2.332510457381883,370334
ERR2889250,27853,0.013831568370401903,2.102179298459771,349110
ERR2889251,22091,0.012982786054272248,2.022769453623648,259842
ERR2889259,24471,0.011753542795820806,2.3348861918188875,234855
ERR2889267,25147,0.013012962232444795,1.9752057899550641,217663
ERR2889270,26098,0.013284624249929702,2.083148133956625,309914
ERR3083899,24817,0.0054990651422051244,2.170709594229762,136500
ERR3155586,7946,0.004262224940466092,1.26308834633778,17914
ERR3155587,7713,0.004536057153404871,1.3144042525606119,21519
ERR3155588,8190,0.00422215205056191,1.2744810744810744,18500
ERR3155589,8081,0.004612274367607078,1.3133275584704864,23192
ERR3155590,8215,0.004317106178778191,1.2679853925745588,19020
ERR3155591,8471,0.004586279154350113,1.2871561799079212,23145
ERR3155592,9856,0.00443025237653988,1.2270190746753247,22808
ERR3155593,7314,0.004525866441932741,1.2443943122778234,18910
ERR3155594,9289,0.00437374162491192,1.3402949725481752,23138
ERR3155595,7704,0.004220224123150392,1.3236630321910696,17951
ERR3155596,8377,0.004320530748634442,1.2629222872149934,19554
ERR3155597,7956,0.004191296837552844,1.2427099044746104,17351
ERR3174586,12746,0.004873386494936444,1.1815079240546054,35464
ERR318593,53529,0.006285263381641996,1.3522950176539819,164449
ERR318595,54649,0.006332406532962538,1.3431810280151513,169969
ERR3219716,12657,0.004916508197068848,1.0377261594374654,29655
ERR3219753,17428,0.005666262876619456,1.043321092494836,51690
ERR3219773,12785,0.005078540364070035,1.0594055533828706,32508
ERR3219795,12505,0.005057684264126814,1.0457417033186724,31414
ERR3261535,3710,0.005769317333856967,1.9157681940700808,172379
ERR3261566,3422,0.00666874933984009,2.8172121566335475,177425
ERR3273239,4532,0.006007003051004681,1.6037069726390114,179281
ERR3273253,5741,0.006769287095823743,2.5901410904023687,218292
ERR3273281,2974,0.0060904915869041416,2.2483187626092804,152254
ERR3273282,4975,0.005396227753924005,1.9514572864321609,172960
ERR3273300,5035,0.005294980952508851,1.9346573982125124,177576
ERR3273309,3972,0.00559564872005714,2.4010574018126887,180783
ERR3285537,1067,0.005399997473209221,40.81958762886598,101898
ERR3285549,1118,0.008422084732801486,65.80366726296958,166112
ERR3285558,490,0.006071001580655752,5.01530612244898,4137
ERR3285562,536,0.008024321706252958,2.6315298507462686,2913
ERR3285591,381,0.006878558545626012,17.38451443569554,20161
ERR3285619,551,0.009722965453977524,12.430127041742287,13051
ERR3340878,6715,0.016647540490269567,2.1158600148920326,152214
ERR3340889,8521,0.021362246726267842,2.182607675155498,244213
ERR3340890,6807,0.0154599558661296,2.1873806375789626,230186
ERR3357521,3561,0.03271374205440379,1.9137882617242348,174323
ERR3357531,5337,0.01875983696569396,1.2319655237024545,101020
ERR3357551,6693,0.03000221226187198,1.7256835499775884,285725
ERR3357552,9877,0.02585118968006152,1.7365090614559076,419841
ERR3357581,5539,0.025154276793985676,1.8684780646326051,240852
ERR3357634,7525,0.023749492937099177,3.356611295681063,546475
ERR3357638,9203,0.023243497955230397,2.505052700206454,582718
ERR3357640,9240,0.019034027479913344,2.4728896103896103,522806
ERR3414573,9499,0.025207392750534883,8.821244341509633,2026422
ERR3414585,11475,0.025601603958084206,7.521437908496732,2334302
ERR3414592,10921,0.027247017986264055,9.145728413148978,2424573
ERR3440669,10758,0.005222748112022488,4.240379252649191,98725
ERR3440690,20271,0.005839525835591764,3.5090276750036997,164741
ERR3440694,16365,0.005521780168427479,2.6631836235869235,116006
ERR3440696,15212,0.005712027270959217,2.481166184591112,89469
ERR346209,78,0.06661057822349781,1.2179487179487178,4664
ERR346236,73,0.04753836345766878,1.3287671232876712,2677
ERR346326,252,0.01758643697358401,1.1944444444444444,3539
ERR346403,109,0.05472175351335506,1.3302752293577982,7402
ERR346420,100,0.05261524647825393,1.34,5464
ERR346536,40,0.06174575081658802,1.2125,1928
ERR3478706,46886,0.008035917110298309,7.000447894893998,2674882
ERR3478716,22696,0.005463917390459388,16.947766126189638,2032853
ERR3494954,22337,0.006486197454157227,2.9300487979585443,239257
ERR3494975,17031,0.005877095078147908,2.3632200105689627,104698
ERR3589579,52736,0.013909651807003128,4.239656022451456,1831910
ERR3593054,2671,0.007036617388400363,3.924934481467615,178888
ERR3593114,4150,0.007025694245396983,2.5502409638554218,194796
ERR3593857,4505,0.013673383331959447,1.579467258601554,157050
ERR3804376,79711,0.008464150047464458,2.399254807993878,649404
ERR3890099,36917,0.005930770506039011,1.7343771162337134,147288
ERR414265,7291,0.025870633011184932,2.8552324783980247,406247
ERR414481,6948,0.025938614655658485,3.004965457685665,465291
ERR4334735,68062,0.007619826525091089,2.7067526666862567,686795
ERR4398704,20517,0.016453583392579026,2.4063215869766537,759788
ERR4398706,22646,0.016491008588891704,2.512474609202508,840729
ERR4398707,19637,0.015461467420878885,2.641493099760656,749894
ERR4398708,28903,0.019044329238659202,2.3798394630315194,849156
ERR4398710,26730,0.01563082389950115,2.3490460157126822,671986
ERR4398717,20264,0.016552537128498232,2.3787998420844847,551177
ERR4398720,18126,0.012885037427652922,2.2842601787487586,465874
ERR4398722,17643,0.013666503586963936,2.1087400102023466,402360
ERR4398723,17870,0.014363843725700157,2.4764969222160045,582438
ERR4398727,12517,0.011693112941981857,4.741911001038588,1032046
ERR4398729,16040,0.012541592269690925,3.4298940149625934,822366
ERR4398734,17822,0.012204996942642241,3.2090393895185727,847333
ERR4398735,28023,0.017366898194074824,3.090407879242051,931643
ERR4398738,21151,0.015657857602654503,4.898349959812775,843312
ERR4398740,17960,0.012198557223782805,3.580345211581292,930083
ERR4398741,29143,0.017569584408339986,2.140548330645438,652639
ERR4398744,33104,0.017740820312578804,2.0676806428226198,721127
ERR4398745,40835,0.0156721879377109,2.249540835067956,744205
ERR4398750,28296,0.01783405771650152,2.710489115069268,946532
ERR4398751,24308,0.016804630557478484,3.085465690307718,1049127
ERR4398752,30171,0.01799324401892557,2.8617712372808324,1134034
ERR4398758,25114,0.016711038803166142,2.097614876164689,577910
ERR4398761,22188,0.014728718924927078,2.790517396791058,630292
ERR4398763,33907,0.017100199850505905,2.758162031438936,756447
ERR4398766,31665,0.016891680734661987,2.5145270803726514,1021425
ERR4398768,30263,0.017155819895643222,2.675593959620659,970245
ERR4398769,31873,0.016448240090375207,2.4647036676811096,861677
ERR4398771,22905,0.016925841228225966,2.5101724514298187,820546
ERR4398772,33747,0.017041631133417005,2.864239784277121,1246040
ERR4398774,24857,0.014518015869165134,2.0108822464496923,532550
ERR4398775,26308,0.015338462613491479,2.318724342405352,706784
ERR4398778,26055,0.016192252676836234,2.079831126463251,539218
ERR4398779,28806,0.016342029223763536,2.255849475803652,813136
ERR4398780,32725,0.016665572048542174,2.2920702826585178,689513
ERR4398781,26893,0.01603414641820427,2.2936265942810397,665508
ERR4398782,22068,0.01426390294016613,2.159325720500272,620767
ERR4398786,19570,0.014220008774972422,2.1653040367910066,518765
ERR4398788,29138,0.018682891297575437,2.71195689477658,1064792
ERR4398790,34715,0.018112561545102643,2.7084833645398243,1203054
ERR4398794,34900,0.017842006160841774,2.8960888252148997,986792
ERR4398795,33114,0.017017997082776973,3.5275563205894787,902660
ERR4398796,33552,0.01884874482194952,3.1578594420600856,1122010
ERR4398798,34822,0.017945908559536622,3.367411406582046,1297179
ERR4398801,34214,0.018559979967531646,3.1545712281522182,1241432
ERR4398803,34611,0.016764599933847525,3.6215509520094766,1058648
ERR4398804,36200,0.016284965101940836,3.0004834254143646,916554
ERR4398805,33041,0.016856060202520628,2.691565025271632,1046665
ERR4398806,30884,0.018016609466906447,3.067575443595389,1144615
ERR4398808,26025,0.019804244263678966,3.099365994236311,1106960
ERR4398811,24473,0.019879732684591006,2.943039267764475,1045198
ERR4398813,22737,0.01943582280553018,3.0818489686414217,1039741
ERR4398815,31752,0.020957230371432337,3.52286470143613,1767902
ERR4398823,26326,0.019232757967220685,3.5113575932538175,1657602
ERR4398824,24395,0.019212371129423846,4.422976019676163,1721406
ERR4398825,21368,0.015973775642776532,5.732309996256084,1850262
ERR4398826,28048,0.02092094814220742,3.747468625213919,1731877
ERR4398828,19163,0.015644028660977437,8.179173407086573,1655858
ERR4398832,17844,0.014924466627787599,4.138618022864828,1722671
ERR4404427,27294,0.005513868767291616,1.2935443687257273,83757
ERR4404428,27205,0.005340505085592136,1.3233229185811433,78788
ERR4404429,27221,0.00538988566489106,1.3163366518496749,82071
ERR4404430,27351,0.005467519822352741,1.3089649372966254,83209
ERR4404431,27222,0.005452334367764618,1.3163801337153773,83426
ERR4404432,27181,0.0054375233000240894,1.3291269636878702,81900
ERR4691775,75989,0.008143378499449806,3.491781705246812,765419
ERR4691789,127234,0.010086177813120985,1.3480594809563482,781230
ERR4691814,99712,0.009139135052634832,2.552205351412067,851143
ERR4702555,52485,0.007261922784816924,1.2854625130989807,168777
ERR478990,3028,0.03704425156955756,2.0402906208718625,103522
ERR478991,3099,0.036108207232383005,2.0069377218457567,102164
ERR478992,3034,0.03670709837884497,2.063941990771259,102073
ERR478993,2994,0.03716147343867852,2.093687374749499,102900
ERR479022,2270,0.030735232417335726,3.23568281938326,119801
ERR479023,2135,0.030222037374544868,3.1899297423887587,104540
ERR479238,1598,0.03080577505482917,1.5619524405506884,38548
ERR479239,536,0.02157663805537776,1.1147388059701493,4956
ERR479240,1446,0.030531078133977537,1.5048409405255878,32364
ERR479401,1495,0.03631253556105425,2.8344481605351173,76757
ERR479402,1424,0.03690215897600207,2.860252808988764,71310
ERR479403,1503,0.03603804460070126,2.7831004657351963,75566
ERR479404,1447,0.03706501990371915,2.6700069108500344,74605
ERR479562,2292,0.03774518092649894,3.431282722513089,179822
ERR479563,2346,0.03765130753554205,3.432225063938619,189256
ERR479564,2361,0.037371647464400914,3.4404913172384584,186137
ERR479565,2364,0.03747697508647825,3.4615059221658204,186474
ERR480519,585,0.022231868062555515,1.258119658119658,8014
ERR480735,1536,0.03132710800065574,1.43359375,33693
ERR4869709,51170,0.009662799504342286,2.493111197967559,635092
ERR4869720,48858,0.00845278518848446,2.901735642064759,579213
ERR4869729,40555,0.008108608345065797,3.414770065343361,406252
ERR4869730,45592,0.00810291146352765,3.0161980171959994,535229
ERR4869742,50643,0.01041093569882186,2.4377406551744567,637631
ERR4869744,51394,0.009348526732667431,2.9941627427326147,579117
ERR4869760,33811,0.00816469289875274,4.046464168465884,556512
ERR4869765,47439,0.008631393102184179,3.02944834418938,559370
ERR4869768,52515,0.010239543357183044,2.4959821003522804,651573
ERR4869776,73794,0.009884908877495985,2.605245683930943,1023484
ERR4869778,54281,0.009609956071601942,3.02201506972974,899883
ERR4869791,56270,0.008548046994838812,3.522942953616492,689277
ERR4869794,77775,0.008498280281501954,3.4004050144648024,974012
ERR4869801,59792,0.007869828883561886,4.1082669922397645,704094
ERR4869820,65327,0.0089131358951929,3.298750899321873,1074226
ERR4869826,61385,0.008612344692121734,2.932361326056854,775415
ERR4869831,54602,0.009878143784424592,2.643227354309366,912602
ERR4869832,43918,0.009260008945029045,3.938521790609773,685357
ERR4869841,60693,0.009565902022863362,3.009383289670967,784357
ERR4869843,61528,0.009519987334293652,2.9594493563905866,699369
ERR505091,5962,0.01917346463267444,5.010315330426032,521954
ERR5083128,6379,0.010011729712723277,1.5029001410879448,51296
ERR5083189,1927,0.013638180748116662,1.4647119875454073,13598
ERR5083231,6352,0.00804338595114435,2.2221347607052895,56509
ERR5083302,3018,0.009534146481924625,1.9534459907223327,28425
ERR5084080,552,0.008359468309319606,1.4782608695652173,2331
ERR5084082,349,0.018520014431758134,1.1203438395415473,1987
ERR5084179,1073,0.01628582057458981,1.233457595526561,8409
ERR5084190,3952,0.007435984850021893,1.0607287449392713,11373
ERR5094857,5390,0.005014879290512379,3.190074211502783,32171
ERR5094858,12741,0.00576458722234784,2.9035397535515264,97055
ERR5094881,16313,0.006717740214087341,2.8749770121988596,188157
ERR5094889,15023,0.0063147930016628365,2.3987552419623244,67305
ERR5094898,450,0.004950244042854817,18.816666666666666,9918
ERR5094899,9380,0.006669834466940758,24.837420042643924,367915
ERR5094900,12789,0.005464751762599803,5.950699820157948,364491
ERR5094901,53516,0.006971043455806696,6.624672994992152,2318144
ERR5100215,2298,0.005868730256756925,1.1956048738033072,103076
ERR5214467,78556,0.010675213650446111,1.1722274555730943,553265
ERR525697,8780,0.018505897989447812,2.102277904328018,347589
ERR525866,4500,0.007426409326707146,1.9906666666666666,249323
ERR526014,2977,0.011291890583200964,2.5285522337924085,273065
ERR5294730,422,0.015468823389403471,1.4454976303317535,2508
ERR5378051,3974,0.003625486589423792,1.2349018621036738,7048
ERR5385020,55756,0.008367782216708123,2.073731975034077,510016
ERR5455145,997,0.024154962305523976,1.615346038114343,33660
ERR575691,1169,0.004816631110374997,9.837467921300256,334645
ERR575692,1175,0.004768738903320424,9.234893617021276,305932
ERR576942,4028,0.004659982270943899,4.9530784508440915,259559
ERR576943,4257,0.004682914157065882,5.179116748884191,266543
ERR5866833,58580,0.007625399507231464,1.3019887333560942,294165
ERR5866843,57509,0.007774796863066809,1.3005529569284808,298984
ERR5866866,56221,0.007568628707184062,1.187598939897903,252858
ERR5866883,44698,0.006435458549415436,1.2851134278938654,178974
ERR589451,4205,0.025808660508249166,2.4288941736028535,121221
ERR589474,6701,0.023110304897272137,3.1710938665870767,377172
ERR589541,7863,0.02108620440987592,3.5410784687778203,346124
ERR589802,4624,0.02140080007422999,4.318879757785467,416245
ERR589817,6472,0.02043840197294267,3.5213226205191597,549359
ERR589841,5715,0.019115284015020936,3.3710411198600174,538183
ERR5916852,2450,0.013420520943378093,1.7826530612244897,36385
ERR5916860,1616,0.014861024084096886,1.2849628712871286,15575
ERR5916864,2538,0.014230884748734613,1.5147754137115839,33194
ERR5916867,1375,0.014060501909658827,1.470909090909091,13534
ERR5916870,1886,0.014802371966460219,1.5959703075291622,22986
ERR5917005,2875,0.013254933611941251,1.8476521739130434,45161
ERR5917013,1953,0.014191607918356197,1.2636968766001024,18942
ERR5917017,2936,0.014105806550562948,1.5653950953678475,41815
ERR5917020,1529,0.014245096252171536,1.5425114453891433,16562
ERR5917023,2183,0.014754050765629956,1.674072377462208,28744
ERR594302,97503,0.013857381142735554,2.0226505851102017,1826222
ERR594306,68087,0.01433597960243042,2.794299939782925,1680431
